,tweet_text,label,cleaned_tweet,tokens,stopwords_tokens,stemmed_tokens,lemmatized_tokens
26,"Merkel on Sputnik V vaccine: I think it should be used in EU once it's registered 

@sputnikvaccine #SputnikV 
https://t.co/cOKn9CcWTJ",1,"merkel on sputnik v vaccine i think it should be used in eu once its registered 

  
","['merkel', 'on', 'sputnik', 'v', 'vaccine', 'i', 'think', 'it', 'should', 'be', 'used', 'in', 'eu', 'once', 'its', 'registered']","['merkel', 'sputnik', 'v', 'vaccine', 'think', 'used', 'eu', 'registered']","['merkel', 'sputnik', 'v', 'vaccin', 'think', 'use', 'eu', 'regist']","['merkel', 'sputnik', 'v', 'vaccine', 'think', 'used', 'eu', 'registered']"
27,"@CTVCalgary Only 2.1% of Canada is fully vaccinated. To save lives, we need faster supply and faster deliver. Why not use motorcoaches, as they do in Europe and the USA, as mobile vaccination clinics? #alberta #britishcolumbia #covid #vaccines #moderna #janssen #pfizer #astrazeneca #toursim https://t.co/RaiKFTINKo",1, only  of canada is fully vaccinated to save lives we need faster supply and faster deliver why not use motorcoaches as they do in europe and the usa as mobile vaccination clinics          ,"['only', 'of', 'canada', 'is', 'fully', 'vaccinated', 'to', 'save', 'lives', 'we', 'need', 'faster', 'supply', 'and', 'faster', 'deliver', 'why', 'not', 'use', 'motorcoaches', 'as', 'they', 'do', 'in', 'europe', 'and', 'the', 'usa', 'as', 'mobile', 'vaccination', 'clinics']","['canada', 'fully', 'vaccinated', 'save', 'lives', 'need', 'faster', 'supply', 'faster', 'deliver', 'use', 'motorcoaches', 'europe', 'usa', 'mobile', 'vaccination', 'clinics']","['canada', 'fulli', 'vaccin', 'save', 'live', 'need', 'faster', 'suppli', 'faster', 'deliv', 'use', 'motorcoach', 'europ', 'usa', 'mobil', 'vaccin', 'clinic']","['canada', 'fully', 'vaccinated', 'save', 'life', 'need', 'faster', 'supply', 'faster', 'deliver', 'use', 'motorcoach', 'europe', 'usa', 'mobile', 'vaccination', 'clinic']"
28,Best day ever. I got my first dose of vaccine. #Moderna #vaccinated https://t.co/TduXpCPg67,1,best day ever i got my first dose of vaccine   ,"['best', 'day', 'ever', 'i', 'got', 'my', 'first', 'dose', 'of', 'vaccine']","['best', 'day', 'ever', 'got', 'first', 'dose', 'vaccine']","['best', 'day', 'ever', 'got', 'first', 'dose', 'vaccin']","['best', 'day', 'ever', 'got', 'first', 'dose', 'vaccine']"
29,LOOK WHAT I GOT #PfizerBioNTech  #CovidVaccine #socialresponsibility #spaceballs https://t.co/ceHOKdcwJ7,1,look what i got      ,"['look', 'what', 'i', 'got']","['look', 'got']","['look', 'got']","['look', 'got']"
30,All done and dusted! #grateful #PfizerBioNTech #bothdoses #COVID19Vaccine Thanks you @Mercycork and the vaccination team ?????? #EDnurse https://t.co/QtIyPG5kfx,1,all done and dusted     thanks you  and the vaccination team   ,"['all', 'done', 'and', 'dusted', 'thanks', 'you', 'and', 'the', 'vaccination', 'team']","['done', 'dusted', 'thanks', 'vaccination', 'team']","['done', 'dust', 'thank', 'vaccin', 'team']","['done', 'dusted', 'thanks', 'vaccination', 'team']"
31,"Is the #OxfordAstraZeneca vaccine safe? A doctor's view:

EEthere is a higher chance of you developing a blood clot without having had the vaccine.EE

https://t.co/GDnLzWjO1A via @spectator",0,"is the  vaccine safe a doctors view

eethere is a higher chance of you developing a blood clot without having had the vaccineee

 via ","['is', 'the', 'vaccine', 'safe', 'a', 'doctors', 'view', 'eethere', 'is', 'a', 'higher', 'chance', 'of', 'you', 'developing', 'a', 'blood', 'clot', 'without', 'having', 'had', 'the', 'vaccineee', 'via']","['vaccine', 'safe', 'doctors', 'view', 'eethere', 'higher', 'chance', 'developing', 'blood', 'clot', 'without', 'vaccineee', 'via']","['vaccin', 'safe', 'doctor', 'view', 'eether', 'higher', 'chanc', 'develop', 'blood', 'clot', 'without', 'vaccinee', 'via']","['vaccine', 'safe', 'doctor', 'view', 'eethere', 'higher', 'chance', 'developing', 'blood', 'clot', 'without', 'vaccineee', 'via']"
32,My arm is killing me! #CovidVaccine #Moderna,0,my arm is killing me  ,"['my', 'arm', 'is', 'killing', 'me']","['arm', 'killing']","['arm', 'kill']","['arm', 'killing']"
33,"??Several European countries have temporarily suspended the #OxfordAstraZeneca #vaccine as precaution, after some cases of #thrombosis. 

Investigation is needed, but:

?To date, there is no evidence of cause-effect.
?There have been 37 cases among 17 million vaccinated people. https://t.co/cXbkpe26cD",0,"several european countries have temporarily suspended the   as precaution after some cases of  

investigation is needed but

to date there is no evidence of causeeffect
there have been  cases among  million vaccinated people ","['several', 'european', 'countries', 'have', 'temporarily', 'suspended', 'the', 'as', 'precaution', 'after', 'some', 'cases', 'of', 'investigation', 'is', 'needed', 'but', 'to', 'date', 'there', 'is', 'no', 'evidence', 'of', 'causeeffect', 'there', 'have', 'been', 'cases', 'among', 'million', 'vaccinated', 'people']","['several', 'european', 'countries', 'temporarily', 'suspended', 'precaution', 'cases', 'investigation', 'needed', 'date', 'evidence', 'causeeffect', 'cases', 'among', 'million', 'vaccinated', 'people']","['sever', 'european', 'countri', 'temporarili', 'suspend', 'precaut', 'case', 'investig', 'need', 'date', 'evid', 'causeeffect', 'case', 'among', 'million', 'vaccin', 'peopl']","['several', 'european', 'country', 'temporarily', 'suspended', 'precaution', 'case', 'investigation', 'needed', 'date', 'evidence', 'causeeffect', 'case', 'among', 'million', 'vaccinated', 'people']"
34,Anyone else feel like they were hit by a Mack truck after dose 1? #Moderna,0,anyone else feel like they were hit by a mack truck after dose  ,"['anyone', 'else', 'feel', 'like', 'they', 'were', 'hit', 'by', 'a', 'mack', 'truck', 'after', 'dose']","['anyone', 'else', 'feel', 'like', 'hit', 'mack', 'truck', 'dose']","['anyon', 'els', 'feel', 'like', 'hit', 'mack', 'truck', 'dose']","['anyone', 'else', 'feel', 'like', 'hit', 'mack', 'truck', 'dose']"
35,Happy Easter everyone .  My arm is killing me from this #moderna #COVID19 Vaccine shot .,0,happy easter everyone   my arm is killing me from this   vaccine shot ,"['happy', 'easter', 'everyone', 'my', 'arm', 'is', 'killing', 'me', 'from', 'this', 'vaccine', 'shot']","['happy', 'easter', 'everyone', 'arm', 'killing', 'vaccine', 'shot']","['happi', 'easter', 'everyon', 'arm', 'kill', 'vaccin', 'shot']","['happy', 'easter', 'everyone', 'arm', 'killing', 'vaccine', 'shot']"
36,"The #COVID19 vaccine developed by China's #Sinopharm has been approved for emergency use in the #Maldives, the Maldives Food and Drug Administration (MFDA) announced Monday afternoon. https://t.co/0Otzf3p1Yp",1,the  vaccine developed by chinas  has been approved for emergency use in the  the maldives food and drug administration mfda announced monday afternoon ,"['the', 'vaccine', 'developed', 'by', 'chinas', 'has', 'been', 'approved', 'for', 'emergency', 'use', 'in', 'the', 'the', 'maldives', 'food', 'and', 'drug', 'administration', 'mfda', 'announced', 'monday', 'afternoon']","['vaccine', 'developed', 'chinas', 'approved', 'emergency', 'use', 'maldives', 'food', 'drug', 'administration', 'mfda', 'announced', 'monday', 'afternoon']","['vaccin', 'develop', 'china', 'approv', 'emerg', 'use', 'maldiv', 'food', 'drug', 'administr', 'mfda', 'announc', 'monday', 'afternoon']","['vaccine', 'developed', 'china', 'approved', 'emergency', 'use', 'maldives', 'food', 'drug', 'administration', 'mfda', 'announced', 'monday', 'afternoon']"
37,".@DrBonnieHenry says #Moderna vaccine will arrive in #BC next week, and is ""more flexible"" in being broken into a number of doses that are more portable than #PfizerBioNTech vaccine.
#COVID19 
#covid19bc",1," says  vaccine will arrive in  next week and is more flexible in being broken into a number of doses that are more portable than  vaccine
 
","['says', 'vaccine', 'will', 'arrive', 'in', 'next', 'week', 'and', 'is', 'more', 'flexible', 'in', 'being', 'broken', 'into', 'a', 'number', 'of', 'doses', 'that', 'are', 'more', 'portable', 'than', 'vaccine']","['says', 'vaccine', 'arrive', 'next', 'week', 'flexible', 'broken', 'number', 'doses', 'portable', 'vaccine']","['say', 'vaccin', 'arriv', 'next', 'week', 'flexibl', 'broken', 'number', 'dose', 'portabl', 'vaccin']","['say', 'vaccine', 'arrive', 'next', 'week', 'flexible', 'broken', 'number', 'dos', 'portable', 'vaccine']"
38,"Neither #Moderna nor #Pfizer vaxx are worthy.
#Fauci &amp; #Gates both have financial interests in these #BigPharna companies so none of the above can be trusted, nor supported. https://t.co/PvjhzCxOo8",0,"neither  nor  vaxx are worthy
 amp  both have financial interests in these  companies so none of the above can be trusted nor supported ","['neither', 'nor', 'vaxx', 'are', 'worthy', 'amp', 'both', 'have', 'financial', 'interests', 'in', 'these', 'companies', 'so', 'none', 'of', 'the', 'above', 'can', 'be', 'trusted', 'nor', 'supported']","['neither', 'vaxx', 'worthy', 'amp', 'financial', 'interests', 'companies', 'none', 'trusted', 'supported']","['neither', 'vaxx', 'worthi', 'amp', 'financi', 'interest', 'compani', 'none', 'trust', 'support']","['neither', 'vaxx', 'worthy', 'amp', 'financial', 'interest', 'company', 'none', 'trusted', 'supported']"
39,Thank you @POTUS @VP @GovPritzker and @Walgreens.  Feeling incredibly grateful today. #Moderna #2ndDose ? ? https://t.co/ttXNWJkqmX,1,thank you    and   feeling incredibly grateful today     ,"['thank', 'you', 'and', 'feeling', 'incredibly', 'grateful', 'today']","['thank', 'feeling', 'incredibly', 'grateful', 'today']","['thank', 'feel', 'incred', 'grate', 'today']","['thank', 'feeling', 'incredibly', 'grateful', 'today']"
40,"@Maryam_Rajavi-#Iran
KhameneiEEs Red Crescent announced a ban on the import of 150,000 #PfizerBioNTech #vaccines.This costs peopleEEs lives &amp;is tantamount to their deliberate #Massacre. https://t.co/NEuSv5PdGW
@AlHadath.@UPI.@Daily_Express.@Politico.@TIME.@NRO.@I24News.@expressen",0,"
khameneiees red crescent announced a ban on the import of    costs peopleees lives ampis tantamount to their deliberate  
","['khameneiees', 'red', 'crescent', 'announced', 'a', 'ban', 'on', 'the', 'import', 'of', 'costs', 'peopleees', 'lives', 'ampis', 'tantamount', 'to', 'their', 'deliberate']","['khameneiees', 'red', 'crescent', 'announced', 'ban', 'import', 'costs', 'peopleees', 'lives', 'ampis', 'tantamount', 'deliberate']","['khameneie', 'red', 'crescent', 'announc', 'ban', 'import', 'cost', 'peoplee', 'live', 'ampi', 'tantamount', 'deliber']","['khameneiees', 'red', 'crescent', 'announced', 'ban', 'import', 'cost', 'peopleees', 'life', 'ampis', 'tantamount', 'deliberate']"
41,"Moderna, shot 1 this morning. Afterward I did pull ups to keep the arm from getting too sore. We will see. #vaccine #Moderna #sideeffects https://t.co/k2yVBsM8dB",1,moderna shot  this morning afterward i did pull ups to keep the arm from getting too sore we will see    ,"['moderna', 'shot', 'this', 'morning', 'afterward', 'i', 'did', 'pull', 'ups', 'to', 'keep', 'the', 'arm', 'from', 'getting', 'too', 'sore', 'we', 'will', 'see']","['moderna', 'shot', 'morning', 'afterward', 'pull', 'ups', 'keep', 'arm', 'getting', 'sore', 'see']","['moderna', 'shot', 'morn', 'afterward', 'pull', 'up', 'keep', 'arm', 'get', 'sore', 'see']","['moderna', 'shot', 'morning', 'afterward', 'pull', 'ups', 'keep', 'arm', 'getting', 'sore', 'see']"
42,"@htTweets #COVIDSecondWaveInIndia #COVID19India #COVAXIN #CoronaVaccine 

Good. 78% efficacy based 127 cases ? . That too is an interim data.

Meanwhile millions had been injected with this already.",0,"     

good  efficacy based  cases   that too is an interim data

meanwhile millions had been injected with this already","['good', 'efficacy', 'based', 'cases', 'that', 'too', 'is', 'an', 'interim', 'data', 'meanwhile', 'millions', 'had', 'been', 'injected', 'with', 'this', 'already']","['good', 'efficacy', 'based', 'cases', 'interim', 'data', 'meanwhile', 'millions', 'injected', 'already']","['good', 'efficaci', 'base', 'case', 'interim', 'data', 'meanwhil', 'million', 'inject', 'alreadi']","['good', 'efficacy', 'based', 'case', 'interim', 'data', 'meanwhile', 'million', 'injected', 'already']"
43,"so we dress up for the #vaccine appointments like people used to for airplane flights, right? I wanna get the etiquette right when I join the #PfizerBioNTech club next week.",1,so we dress up for the  appointments like people used to for airplane flights right i wanna get the etiquette right when i join the  club next week,"['so', 'we', 'dress', 'up', 'for', 'the', 'appointments', 'like', 'people', 'used', 'to', 'for', 'airplane', 'flights', 'right', 'i', 'wan', 'na', 'get', 'the', 'etiquette', 'right', 'when', 'i', 'join', 'the', 'club', 'next', 'week']","['dress', 'appointments', 'like', 'people', 'used', 'airplane', 'flights', 'right', 'wan', 'na', 'get', 'etiquette', 'right', 'join', 'club', 'next', 'week']","['dress', 'appoint', 'like', 'peopl', 'use', 'airplan', 'flight', 'right', 'wan', 'na', 'get', 'etiquett', 'right', 'join', 'club', 'next', 'week']","['dress', 'appointment', 'like', 'people', 'used', 'airplane', 'flight', 'right', 'wan', 'na', 'get', 'etiquette', 'right', 'join', 'club', 'next', 'week']"
44,First vaccine dose today make sure to register when youEEre eligible!!! #COVIDVaccination #Moderna https://t.co/QlZZFYs5Pd,1,first vaccine dose today make sure to register when youeere eligible   ,"['first', 'vaccine', 'dose', 'today', 'make', 'sure', 'to', 'register', 'when', 'youeere', 'eligible']","['first', 'vaccine', 'dose', 'today', 'make', 'sure', 'register', 'youeere', 'eligible']","['first', 'vaccin', 'dose', 'today', 'make', 'sure', 'regist', 'youeer', 'elig']","['first', 'vaccine', 'dose', 'today', 'make', 'sure', 'register', 'youeere', 'eligible']"
45,"#Covaxin effective against mutant virus strains: ICMR ??

Thanks to Dr. @Swamy39 jee &amp; Health Minister, Dr. Harsh Vardhan jee for promoting India's first indigenous Covid Vaccine from Bharat Biotech !! EE ??

https://t.co/6wSwiSaIZt https://t.co/SK7ECsgUOz",1," effective against mutant virus strains icmr 

thanks to dr  jee amp health minister dr harsh vardhan jee for promoting indias first indigenous covid vaccine from bharat biotech  ee 

 ","['effective', 'against', 'mutant', 'virus', 'strains', 'icmr', 'thanks', 'to', 'dr', 'jee', 'amp', 'health', 'minister', 'dr', 'harsh', 'vardhan', 'jee', 'for', 'promoting', 'indias', 'first', 'indigenous', 'covid', 'vaccine', 'from', 'bharat', 'biotech', 'ee']","['effective', 'mutant', 'virus', 'strains', 'icmr', 'thanks', 'dr', 'jee', 'amp', 'health', 'minister', 'dr', 'harsh', 'vardhan', 'jee', 'promoting', 'indias', 'first', 'indigenous', 'covid', 'vaccine', 'bharat', 'biotech', 'ee']","['effect', 'mutant', 'viru', 'strain', 'icmr', 'thank', 'dr', 'jee', 'amp', 'health', 'minist', 'dr', 'harsh', 'vardhan', 'jee', 'promot', 'india', 'first', 'indigen', 'covid', 'vaccin', 'bharat', 'biotech', 'ee']","['effective', 'mutant', 'virus', 'strain', 'icmr', 'thanks', 'dr', 'jee', 'amp', 'health', 'minister', 'dr', 'harsh', 'vardhan', 'jee', 'promoting', 'india', 'first', 'indigenous', 'covid', 'vaccine', 'bharat', 'biotech', 'ee']"
46,#COVAXIN I really wish now people will aware and give their interest to take our vaccine,1, i really wish now people will aware and give their interest to take our vaccine,"['i', 'really', 'wish', 'now', 'people', 'will', 'aware', 'and', 'give', 'their', 'interest', 'to', 'take', 'our', 'vaccine']","['really', 'wish', 'people', 'aware', 'give', 'interest', 'take', 'vaccine']","['realli', 'wish', 'peopl', 'awar', 'give', 'interest', 'take', 'vaccin']","['really', 'wish', 'people', 'aware', 'give', 'interest', 'take', 'vaccine']"
47,Finally had my vaccination #OxfordAstraZeneca,1,finally had my vaccination ,"['finally', 'had', 'my', 'vaccination']","['finally', 'vaccination']","['final', 'vaccin']","['finally', 'vaccination']"
48,"#JohnsonandJohnson asked other #vaccine makers to join a study of blood clot risks, but #Pfizer and #Moderna DECLINED - and only #AstraZeneca got on board 

https://t.co/A89gEsMtFD",0," asked other  makers to join a study of blood clot risks but  and  declined  and only  got on board 

","['asked', 'other', 'makers', 'to', 'join', 'a', 'study', 'of', 'blood', 'clot', 'risks', 'but', 'and', 'declined', 'and', 'only', 'got', 'on', 'board']","['asked', 'makers', 'join', 'study', 'blood', 'clot', 'risks', 'declined', 'got', 'board']","['ask', 'maker', 'join', 'studi', 'blood', 'clot', 'risk', 'declin', 'got', 'board']","['asked', 'maker', 'join', 'study', 'blood', 'clot', 'risk', 'declined', 'got', 'board']"
49,"@JustinTrudeau EMBARRASSING Moscow Russia everything is open business as usual. Ontario Canada reporting 3295 cases of #COVID19 933 new cases in Toronto #lockdown Closed business, Church ,no family, No Hope #MentalHealth Canada get out of Syria #SputnikV 91.6% effective https://t.co/6AEPCVbmHL",1, embarrassing moscow russia everything is open business as usual ontario canada reporting  cases of   new cases in toronto  closed business church no family no hope  canada get out of syria   effective ,"['embarrassing', 'moscow', 'russia', 'everything', 'is', 'open', 'business', 'as', 'usual', 'ontario', 'canada', 'reporting', 'cases', 'of', 'new', 'cases', 'in', 'toronto', 'closed', 'business', 'church', 'no', 'family', 'no', 'hope', 'canada', 'get', 'out', 'of', 'syria', 'effective']","['embarrassing', 'moscow', 'russia', 'everything', 'open', 'business', 'usual', 'ontario', 'canada', 'reporting', 'cases', 'new', 'cases', 'toronto', 'closed', 'business', 'church', 'family', 'hope', 'canada', 'get', 'syria', 'effective']","['embarrass', 'moscow', 'russia', 'everyth', 'open', 'busi', 'usual', 'ontario', 'canada', 'report', 'case', 'new', 'case', 'toronto', 'close', 'busi', 'church', 'famili', 'hope', 'canada', 'get', 'syria', 'effect']","['embarrassing', 'moscow', 'russia', 'everything', 'open', 'business', 'usual', 'ontario', 'canada', 'reporting', 'case', 'new', 'case', 'toronto', 'closed', 'business', 'church', 'family', 'hope', 'canada', 'get', 'syria', 'effective']"
